handing res.wal5G.chk900s.ssd.txt
1,56,678.61,9249.12,9659.28,215.44
2,56,902.37,11197.60,11640.78,186.54
3,56,841.07,10944.92,11394.96,287.38
4,56,893.06,11558.72,12017.75,211.60
5,56,835.94,10980.17,11303.15,227.40
6,56,952.89,12463.62,12943.57,211.60
7,56,938.21,12180.67,12619.76,207.82
8,56,1024.93,13280.04,13867.00,189.93
9,56,1083.86,13898.16,14444.08,193.38
10,56,985.97,12969.55,13448.53,189.93
11,56,1066.12,13394.48,13735.51,170.48
12,56,954.99,12156.86,12564.86,223.34
13,56,997.00,12812.95,13337.95,244.38
14,56,1201.87,15491.29,16082.22,155.80
15,56,1211.22,15725.89,16412.01,153.02
16,56,1039.78,13353.12,13815.02,207.82
17,56,1194.24,15511.11,16208.25,167.44
18,56,1235.87,16485.26,17144.19,142.39
19,56,1136.97,14476.57,15064.55,170.48
20,56,1251.91,16264.81,16818.77,125.52
21,56,1242.07,16564.96,17266.00,144.97
22,56,1213.02,15665.28,16215.29,153.02
23,56,1326.97,16790.63,17379.62,114.72
24,56,1381.80,17998.39,18665.29,114.72
25,56,1342.15,16934.88,17530.95,132.49
26,56,1377.89,17753.58,18397.53,106.75
27,56,1414.99,17835.91,18377.91,110.66
28,56,1379.05,18105.66,18834.69,112.67
29,56,1492.49,18996.22,19638.43,104.84
30,56,1505.50,19177.67,19825.45,104.84
31,56,1475.45,19350.84,20194.10,110.66
32,56,1475.34,19432.33,20347.92,97.55
33,56,1377.47,17771.11,18584.39,118.92
34,56,1419.83,18384.73,18993.66,130.13
35,56,1542.37,20899.03,21705.22,95.81
36,56,1473.64,18509.49,19290.30,125.52
37,56,1666.74,21428.72,22229.60,82.96
38,56,1729.29,22282.69,23121.83,78.60
39,56,1427.03,18856.45,19712.47,116.80
40,56,1589.12,20169.51,20832.56,97.55
41,56,1451.59,19018.61,19719.41,112.67
42,56,1755.13,23369.79,24347.87,89.16
43,56,1627.07,21078.92,21734.94,101.13
44,56,1612.91,20994.77,21741.73,97.55
45,56,1668.91,21278.89,22048.85,92.42
46,56,1584.17,20503.15,21358.24,95.81
47,56,1486.38,19083.85,19737.02,104.84
48,56,1671.34,20724.84,21368.58,102.97
49,56,1641.06,21752.86,22711.89,101.13
50,56,1409.54,18289.05,18834.26,110.66
51,56,1453.92,18782.10,19277.73,112.67
52,56,1445.72,19123.51,19950.93,108.68
53,56,1378.86,18621.06,19374.98,123.28
54,56,1387.38,19085.17,19873.39,106.75
55,56,1521.62,19029.22,19656.06,110.66
56,56,1508.11,19744.50,20583.57,104.84
57,56,1411.63,18372.20,19084.02,106.75
58,56,1614.16,20400.07,21158.15,108.68
59,56,1509.12,19727.57,20617.64,108.68
60,56,1555.10,19908.47,20664.03,108.68
61,56,1603.03,20333.00,21057.46,99.33
62,56,1475.99,18979.90,19723.90,108.68
63,56,1549.97,20317.60,21132.59,106.75
64,56,1671.28,22331.73,23286.89,95.81
65,56,1633.74,21174.67,21943.55,97.55
66,56,1536.77,20325.01,21088.90,102.97
67,56,1692.83,22014.83,22858.25,94.10
68,56,1640.32,21213.18,22073.82,101.13
69,56,1796.15,23417.92,24269.99,89.16
70,56,1631.00,20988.98,21717.98,101.13
71,56,1702.12,21325.02,22001.68,99.33
72,56,1544.73,19646.26,20499.66,102.97
73,56,1752.45,23109.90,23949.12,92.42
74,56,1712.72,22258.40,23049.27,94.10
75,56,1749.47,23737.42,24769.70,87.56
76,56,1726.33,21660.65,22398.37,99.33
77,56,1741.07,23079.90,23888.93,90.78
78,56,1694.10,22026.30,22855.35,95.81
79,56,1881.04,24342.47,25206.48,87.56
80,56,1768.84,22798.93,23646.85,94.10
81,56,1650.52,21331.74,22172.00,97.55
82,56,1801.41,23034.43,24084.09,92.42
83,56,1718.56,23418.66,24486.01,89.16
84,56,1767.24,22647.26,23551.87,97.55
85,56,1707.52,21819.90,22672.66,95.81
86,56,1724.74,22018.50,22934.89,97.55
87,56,1633.95,21224.37,22046.34,101.13
88,56,1736.03,21871.33,22653.35,92.42
89,56,1789.95,23320.38,24154.36,101.13
90,56,1700.83,22727.73,23627.64,95.81
91,56,1703.23,21713.97,22628.10,92.42
92,56,1662.78,22094.14,23039.02,102.97
93,56,1750.70,22378.15,23116.02,97.55
94,56,1697.05,22447.61,23198.63,92.42
95,56,1831.51,23842.65,24863.93,97.55
96,56,1728.53,23212.17,24153.46,89.16
97,56,1881.31,22834.57,23585.29,97.55
98,56,1624.90,21420.74,22296.69,112.67
99,56,1934.02,25845.28,26868.29,87.56
100,56,1759.65,23517.74,24531.12,89.16
101,56,1927.29,24730.91,25644.58,90.78
102,56,1852.70,23793.13,24588.00,90.78
103,56,1905.17,24451.98,25360.54,82.96
104,56,1853.14,23456.12,24336.71,97.55
105,56,1664.17,22028.20,22914.29,95.81
106,56,1846.99,23083.92,23820.92,94.10
107,56,1676.92,21412.99,22192.95,101.13
108,56,1771.66,22844.68,23761.50,99.33
109,56,1797.47,23243.05,24124.28,87.56
110,56,1860.13,24127.75,25150.28,90.78
111,56,1778.88,23260.52,24224.99,94.10
112,56,1817.87,22830.31,23633.25,94.10
113,56,1911.06,25263.79,26131.82,87.56
114,56,1817.92,23739.99,24723.94,90.78
115,56,1959.08,24240.02,25117.05,90.78
116,56,2018.10,24590.20,25455.24,81.48
117,56,1841.03,23627.36,24510.37,92.42
118,56,1901.81,24258.61,24964.54,89.16
119,56,1877.03,24145.40,25152.42,89.16
120,56,1756.00,23180.06,23948.06,94.10
121,56,1855.11,23795.35,24783.40,92.42
122,56,1915.85,24678.03,25615.96,87.56
123,56,2008.80,26155.40,27113.31,89.16
124,56,2001.24,25797.04,26724.15,86.00
125,56,2017.66,25682.45,26477.72,84.47
126,56,1899.27,25462.24,26612.80,84.47
127,56,1879.95,24204.30,25229.27,86.00
128,56,1789.04,23234.49,24158.51,92.42
129,56,1960.47,25717.15,26817.41,84.47
130,56,1959.30,26278.98,27372.15,89.16
131,56,1983.13,25981.59,27084.10,87.56
132,56,1769.66,22965.65,23911.47,102.97
133,56,1870.65,24579.51,25589.86,86.00
134,56,2060.05,26780.63,27771.65,86.00
135,56,1987.77,26100.00,27150.88,84.47
136,56,2020.00,25606.05,26485.05,84.47
137,56,2060.86,26831.15,27809.09,80.03
138,56,2076.85,26808.09,27823.02,81.48
139,56,2071.38,26158.83,27212.03,86.00
140,56,1973.86,26132.14,27283.06,84.47
141,56,1981.40,26460.36,27508.57,80.03
142,56,2106.21,27531.78,28635.89,81.48
143,56,2158.83,28441.71,29448.63,81.48
144,56,2271.57,28979.50,29765.35,78.60
145,56,2126.02,27458.23,28551.24,80.03
146,56,2149.47,28311.00,29551.70,81.48
147,56,1972.39,25625.08,26521.26,86.00
148,56,2112.89,26638.58,27661.52,81.48
149,56,2214.02,29237.42,30243.88,71.83
150,56,2264.90,28724.70,29608.66,75.82
151,56,2237.32,28547.34,29678.00,75.82
152,56,2231.96,28443.52,29446.51,78.60
153,56,2138.05,28422.71,29525.74,80.03
154,56,2117.02,27326.20,28456.21,81.48
155,56,2164.79,27932.30,28941.20,78.60
156,56,2346.25,30806.23,31908.34,71.83
157,56,2102.95,26923.33,27887.30,81.48
158,56,2098.89,27804.49,29015.42,74.46
159,56,2269.37,29686.82,30720.99,77.19
160,56,2171.80,27859.42,29016.32,81.48
161,56,2090.74,26522.70,27507.58,84.47
162,56,1948.85,26464.55,27707.10,82.96
163,56,2277.48,29599.18,30625.95,80.03
164,56,2007.86,25826.23,26767.17,84.47
165,56,2096.32,27014.16,28000.32,82.96
166,56,2158.49,26609.72,27614.48,80.03
167,56,1900.02,24950.26,25995.27,90.78
