handing res.wal2G.chk900s.ssd.txt
1,56,676.88,8940.24,9287.67,200.47
2,56,776.19,10163.53,10548.63,235.74
3,56,854.85,10634.09,11011.02,204.11
4,56,805.11,10445.44,10816.49,297.92
5,56,866.82,11366.70,11974.57,231.53
6,56,942.98,12145.72,12554.71,204.11
7,56,1005.10,12694.24,13190.29,179.94
8,56,1001.78,12989.17,13512.06,204.11
9,56,1054.87,13732.25,14227.19,173.58
10,56,962.25,12422.17,12989.32,240.02
11,56,1086.10,14624.34,15200.40,161.51
12,56,1065.85,13796.09,14289.03,164.45
13,56,1048.01,12414.14,12841.14,244.38
14,56,1070.26,13727.37,14143.47,189.93
15,56,1070.72,13587.47,14211.31,189.93
16,56,1111.27,14382.51,14968.65,176.73
17,56,1202.61,15686.90,16265.71,123.28
18,56,1118.16,14744.06,15330.14,164.45
19,56,1257.96,15683.46,16159.45,139.85
20,56,1189.04,15202.56,15813.58,176.73
21,56,1172.20,15215.57,15837.68,158.63
22,56,1139.78,15668.98,16338.86,139.85
23,56,1083.92,13886.03,14306.00,158.63
24,56,1035.28,14066.77,14704.94,150.29
25,56,1111.91,14286.83,14860.78,164.45
26,56,1184.88,15434.50,15967.45,134.90
27,56,1192.17,16024.33,16716.43,134.90
28,56,1154.81,14360.64,14826.56,150.29
29,56,1153.22,15202.91,15756.01,130.13
30,56,1252.66,15329.82,15794.69,132.49
31,56,1168.18,14916.29,15557.39,132.49
32,56,1201.80,14542.63,15075.54,164.45
33,56,1279.07,16634.93,17223.96,125.52
34,56,1311.02,17067.26,17689.27,125.52
35,56,1307.38,16651.85,17225.01,118.92
36,56,1192.56,15625.17,16213.95,142.39
37,56,1220.08,16152.11,16863.16,134.90
38,56,1349.99,17642.86,18192.85,121.08
39,56,1283.26,16700.34,17364.47,130.13
40,56,1395.88,17936.50,18581.45,121.08
41,56,1373.80,17467.45,18086.36,121.08
42,56,1319.97,16090.60,16553.59,118.92
43,56,1354.28,18228.75,18930.89,112.67
44,56,1455.65,19360.37,20076.20,112.67
45,56,1313.94,17040.23,17714.20,116.80
46,56,1330.62,17371.09,17978.37,118.92
47,56,1315.53,16659.00,17271.78,127.81
48,56,1277.87,16725.31,17388.24,137.35
49,56,1305.37,17859.01,18625.22,123.28
50,56,1530.52,19862.80,20511.59,114.72
51,56,1426.97,18599.65,19253.64,114.72
52,56,1357.89,17412.55,18081.49,121.08
53,56,1437.20,18257.56,18819.64,123.28
54,56,1348.88,16955.88,17692.26,127.81
55,56,1438.29,18935.00,19604.60,116.80
56,56,1468.01,18940.18,19511.18,112.67
57,56,1540.77,19333.14,20031.03,110.66
58,56,1590.23,20159.87,20875.97,102.97
59,56,1361.66,17775.59,18415.44,123.28
60,56,1568.36,20378.68,21127.85,110.66
61,56,1344.48,18038.44,18808.71,112.67
62,56,1528.47,19571.25,20302.00,110.66
63,56,1377.10,17800.26,18711.33,142.39
64,56,1494.98,19320.69,20031.68,110.66
65,56,1520.25,20118.31,20783.42,108.68
66,56,1613.72,20927.31,21754.16,106.75
67,56,1488.04,19780.53,20650.55,110.66
68,56,1522.84,19405.98,20180.90,108.68
69,56,1662.73,21721.48,22582.86,95.81
70,56,1689.57,21058.66,21715.49,101.13
71,56,1657.82,20060.81,20735.73,104.84
72,56,1607.03,20880.42,21654.44,101.13
73,56,1629.57,21169.39,22061.70,92.42
74,56,1619.12,20990.62,21940.11,102.97
75,56,1738.81,22245.61,23041.53,102.97
76,56,1532.47,19762.10,20463.32,108.68
77,56,1558.98,20406.69,21309.67,101.13
78,56,1654.97,21091.67,21934.65,102.97
79,56,1547.02,20089.30,20790.31,110.66
80,56,1583.58,20690.55,21481.84,102.97
81,56,1684.41,21610.40,22354.14,110.66
82,56,1437.87,19414.30,20301.22,121.08
83,56,1584.94,21013.22,21885.19,101.13
84,56,1591.87,20008.34,20710.28,106.75
85,56,1635.75,21248.72,22169.14,101.13
86,56,1620.54,20862.08,21599.87,104.84
87,56,1611.00,20739.04,21335.04,104.84
88,56,1617.83,22427.61,23429.50,102.97
89,56,1729.16,22060.06,22834.13,99.33
90,56,1617.96,20946.48,21761.46,101.13
91,56,1743.38,22722.01,23617.21,95.81
92,56,1469.23,18812.11,19742.62,110.66
93,56,1524.86,20465.58,21268.04,102.97
94,56,1513.05,19812.55,20550.08,121.08
95,56,1638.00,21677.27,22454.75,99.33
96,56,1701.58,21347.70,22104.52,104.84
97,56,1453.85,18853.12,19562.04,132.49
98,56,1589.68,20633.87,21467.70,108.68
99,56,1673.60,21938.84,22679.11,99.33
100,56,1669.89,22221.52,23020.46,99.33
101,56,1626.49,20677.28,21350.48,95.81
102,56,1787.45,21675.34,22287.15,101.13
103,56,1624.84,20965.98,21701.91,102.97
104,56,1707.77,22557.94,23476.81,101.13
105,56,1506.95,19568.39,20313.86,108.68
106,56,1881.29,23714.04,24500.74,97.55
107,56,1606.06,20843.73,21553.76,104.84
108,56,1716.85,22285.05,23154.97,97.55
109,56,1674.07,21430.91,22274.95,101.13
110,56,1647.09,22101.26,22947.31,95.81
111,56,1830.98,23127.74,23892.73,95.81
112,56,1703.07,22072.94,22951.97,101.13
113,56,1748.02,23093.22,23958.23,95.81
114,56,1725.91,22711.88,23742.83,97.55
115,56,1878.91,24591.76,25639.71,89.16
116,56,1817.05,23727.68,24595.71,90.78
117,56,1774.40,23951.46,24759.65,90.78
118,56,1936.59,24747.70,25643.51,92.42
119,56,1929.97,24731.58,25697.57,86.00
120,56,1801.08,23601.06,24492.10,92.42
121,56,1778.98,23176.73,23985.72,90.78
122,56,1706.08,21826.99,22660.03,95.81
123,56,1761.28,23006.70,23975.85,94.10
124,56,1884.64,25279.15,26424.93,86.00
125,56,1824.01,23777.14,24726.15,92.42
126,56,1879.98,24722.78,25618.77,90.78
127,56,2039.83,26236.75,27303.66,84.47
128,56,1863.21,24295.75,25309.86,90.78
129,56,1877.79,24690.27,25675.17,87.56
130,56,1728.88,22186.50,22976.45,110.66
131,56,2058.72,26435.42,27529.27,84.47
132,56,1914.69,24770.94,25705.79,86.00
133,56,2046.91,26052.64,26912.02,80.03
